Player info,,,,,,Level 1 stats,,,,,,,,,Level 99 stats,,,,,,,,,,,,,,,,,,,,,Moves,,,,,,,,
Full Name,Nickname,Position,Gender,Size,Element,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,FP,Maxed out at,TP,Maxed out at,Kick,Maxed out at,Body,Maxed out at,Control,Maxed out at,Guard,Maxed out at,Speed,Maxed out at,Stamina,Maxed out at,Guts,Maxed out at,Freedom,Total,Max Total,Move 1,Learns at,Move  2,Learns at,Move 3,Learns at,Move 4,Learns at,Player HEX ID
Kevin Dragonfly,Kevin,FW,Male,Medium,Wood,51,60,17,15,10,12,9,14,8,195,Lv.59,144,Lv.89,71,Lv.69,60,Lv.59,59,Lv.89,61,Lv.89,60,Lv.69,64,Lv.59,70,Lv.69,16,445,461,Dragon Crash,Event,Dragon Tornado,Event,Zigzag Spark,Lv.24,Rolling Hell,Lv.44,0x0B
William Glass,Willy,FW,Male,Medium,Wood,31,21,7,8,7,11,7,5,7,147,Lv.99,168,Lv.99,56,Lv.99,51,Lv.99,68,Lv.99,57,Lv.99,56,Lv.99,53,Lv.99,60,Lv.99,14,401,415,Defence Scan,Lv.28,Attack Scan,Lv.40,Divine Arrows,Lv.75,Rodeo Clown,Lv.99,0x0C
Joseph King,King,GK,Male,Medium,Fire,55,96,15,11,13,16,13,14,14,200,Lv.59,153,Lv.59,72,Lv.59,75,Lv.69,69,Lv.59,72,Lv.59,55,Lv.59,74,Lv.59,60,Lv.69,32,477,509,Power Shield,Lv.1,Full Power Shield,Lv.26,Hawk Shot,Lv.31,Spinning Cut,Lv.35,0x15
Peter Drent,Drent,DF,Male,Large,Earth,64,89,14,17,14,18,12,14,10,165,Lv.69,144,Lv.89,71,Lv.69,54,Lv.59,67,Lv.89,64,Lv.69,44,Lv.59,59,Lv.69,62,Lv.59,29,421,450,Illusion Ball,Lv.1,Earthquake,Lv.1,Reflect Buster,Lv.42,Mega Quake,Lv.80,0x16
Ben Simmons,Simmons,DF,Male,Medium,Wood,68,76,11,12,14,16,12,14,10,191,Lv.59,169,Lv.69,68,Lv.69,63,Lv.69,72,Lv.59,60,Lv.69,69,Lv.59,70,Lv.59,69,Lv.89,23,471,494,Breakthrough,Lv.1,Cyclone,Lv.1,Illusion Ball,Lv.40,Cross Drive,Lv.85,0x17
Alan Master,Master,MF,Male,Medium,Air,64,64,12,10,13,16,15,17,11,165,Lv.59,168,Lv.69,64,Lv.69,64,Lv.69,72,Lv.59,69,Lv.69,64,Lv.59,62,Lv.59,66,Lv.89,23,461,484,Killer Slide,Lv.1,Illusion Ball,Lv.1,Dynamite Shot,Lv.23,Spinning Cut,Lv.74,0x18
Gus Martin,Martin,DF,Male,Medium,Wood,62,66,13,10,12,14,12,13,12,189,Lv.59,149,Lv.59,76,Lv.59,67,Lv.59,73,Lv.59,67,Lv.59,63,Lv.59,66,Lv.59,63,Lv.59,23,475,498,Killer Slide,Lv.1,Clone Faker,Lv.1,Defence Scan,Lv.31,Attack Scan,Lv.85,0x19
Herman Waldon,Waldon,MF,Male,Medium,Air,69,72,16,10,15,12,16,16,14,189,Lv.59,188,Lv.69,76,Lv.69,64,Lv.69,72,Lv.59,79,Lv.69,70,Lv.59,57,Lv.59,69,Lv.89,31,487,518,Killer Slide,Lv.1,Breakthrough,Lv.1,Death Zone,Lv.25,Cyclone,Lv.76,0x1A
John Bloom,Bloom,MF,Male,Medium,Fire,60,74,12,13,12,11,17,11,14,195,Lv.59,153,Lv.59,61,Lv.89,71,Lv.69,67,Lv.69,70,Lv.89,71,Lv.59,54,Lv.59,62,Lv.59,24,456,480,Killer Slide,Lv.1,Breakthrough,Lv.1,Wrath Shot,Lv.1,Freeze Shot,Lv.65,0x1B
Derek Swing,Swing,MF,Male,Small,Air,69,68,12,11,13,10,14,13,11,171,Lv.59,184,Lv.69,70,Lv.69,56,Lv.69,76,Lv.59,59,Lv.69,69,Lv.59,60,Lv.59,61,Lv.89,28,451,479,Clone Faker,Lv.1,Freeze Shot,Lv.25,Killer Slide,Lv.30,Death Zone,Lv.90,0x1C
Daniel Hatch,Hatch,FW,Male,Medium,Wood,54,76,20,11,14,15,14,17,16,184,Lv.59,133,Lv.59,75,Lv.59,69,Lv.59,68,Lv.59,68,Lv.59,78,Lv.59,61,Lv.59,64,Lv.59,30,483,513,Killer Slide,Lv.1,Wrath Shot,Lv.1,Death Zone,Lv.25,Whirlwind Cut,Lv.39,0x1D
David Samford,Samford,FW,Male,Medium,Wood,62,90,16,12,17,13,17,13,16,193,Lv.59,193,Lv.59,70,Lv.59,60,Lv.69,78,Lv.59,66,Lv.59,66,Lv.59,67,Lv.69,71,Lv.69,27,478,505,Killer Slide,Lv.1,Clone Faker,Lv.1,Emperor Penguin No. 2,Lv.25,Divine Arrows,Lv.47,0x1F
Bob Carlton,Carlton,GK,Male,Large,Wood,44,54,11,12,11,14,13,11,11,147,Lv.59,170,Lv.69,58,Lv.69,55,Lv.69,63,Lv.59,54,Lv.69,45,Lv.59,62,Lv.59,70,Lv.89,27,407,434,Earthquake,Lv.1,Dash Accelerator,Lv.24,Patriot Shot,Lv.34,Run Ball Run,Lv.63,0x20
Cliff Tomlinson,Tomlinson,FW,Male,Medium,Air,46,54,14,12,12,13,14,13,14,149,Lv.59,157,Lv.59,53,Lv.59,60,Lv.59,52,Lv.59,61,Lv.59,54,Lv.59,52,Lv.59,53,Lv.59,30,385,415,Grenade Shot,Lv.1,Killer Slide,Lv.28,Breakthrough,Lv.41,Twin Boost,Lv.67,0x21
Jim Lawrenson,Lawrenson,FW,Male,Small,Air,55,55,12,12,14,11,11,14,12,167,Lv.59,137,Lv.59,54,Lv.59,57,Lv.59,57,Lv.59,63,Lv.59,53,Lv.59,56,Lv.59,55,Lv.59,33,395,428,Breakthrough,Lv.1,Spiral Shot,Lv.29,Wrath Shot,Lv.46,Hawk Shot,Lv.75,0x22
Barry Potts,Potts,MF,Male,Large,Air,58,49,12,12,14,11,13,11,12,171,Lv.59,136,Lv.59,53,Lv.59,52,Lv.59,54,Lv.59,56,Lv.59,52,Lv.59,60,Lv.59,44,Lv.59,26,371,397,Killer Slide,Lv.1,Whirlwind Twister,Lv.29,Super Armadillo,Lv.40,Kung Fu Header,Lv.55,0x23
Steve Ingham,Ingham,FW,Male,Medium,Earth,50,54,14,11,12,14,11,13,13,169,Lv.59,133,Lv.59,61,Lv.89,53,Lv.69,57,Lv.69,52,Lv.89,47,Lv.59,54,Lv.59,46,Lv.59,27,370,397,Teleport Shot,Lv.1,Ghost Pull,Lv.28,Hawk Shot,Lv.35,Comet Shot,Lv.97,0x24
Nathan Jones,Mask,GK,Male,Medium,Air,43,76,15,11,20,17,10,17,16,165,Lv.59,156,Lv.59,58,Lv.89,56,Lv.69,70,Lv.69,68,Lv.89,56,Lv.59,60,Lv.59,68,Lv.59,29,436,465,Killer Blade,Lv.1,Warp Space,Event,Blade Attack,Lv.19,Whirlwind,Lv.55,0x29
Russell Walk,Styx,DF,Male,Medium,Wood,42,56,14,10,14,12,17,13,12,140,Lv.59,137,Lv.59,60,Lv.59,53,Lv.59,60,Lv.59,52,Lv.59,63,Lv.59,65,Lv.59,58,Lv.59,22,411,433,Ghost Pull,Lv.1,Teleport Shot,Lv.15,Black Magic,Lv.30,Phantom Shot,Lv.56,0x2A
Jason Jones,Creepy,DF,Male,Small,Air,55,56,12,9,12,10,13,12,14,151,Lv.59,152,Lv.59,52,Lv.59,54,Lv.59,57,Lv.59,57,Lv.59,60,Lv.59,54,Lv.59,63,Lv.59,20,397,417,Doppelganger,Lv.1,Magic,Lv.10,Ghost Pull,Lv.42,Fake Ball,Lv.66,0x2B
Ken Furan,Franky,DF,Male,Large,Earth,30,47,14,15,11,16,11,14,9,151,Lv.69,156,Lv.89,55,Lv.69,59,Lv.59,47,Lv.89,70,Lv.69,52,Lv.59,61,Lv.69,48,Lv.59,20,392,412,Fireball Knuckle,Lv.10,Rocket Kobushi,Lv.34,Blazing Knuckle,Lv.80,Counter Strike,Lv.95,0x2C
Jerry Fulton,Undead,DF,Male,Large,Fire,49,66,12,10,14,10,12,10,13,187,Lv.69,132,Lv.89,52,Lv.69,58,Lv.59,56,Lv.89,61,Lv.69,56,Lv.59,79,Lv.69,53,Lv.59,17,415,432,Doppelganger,Lv.1,Phantom Shot,Lv.12,Black Magic,Lv.44,Shadow Stitch,Lv.90,0x2D
Ray Mannings,Jiangshi,MF,Male,Small,Air,48,51,13,8,11,11,14,8,10,145,Lv.59,136,Lv.69,55,Lv.69,62,Lv.69,60,Lv.59,52,Lv.69,56,Lv.59,61,Lv.59,62,Lv.89,21,408,429,Ghost Pull,Lv.1,Black Magic,Lv.9,Magic,Lv.40,Warp Space,Lv.87,0x2E
Robert Mayer,Mummy,MF,Male,Medium,Wood,54,55,13,11,12,12,12,12,12,187,Lv.59,137,Lv.69,54,Lv.69,52,Lv.69,60,Lv.59,52,Lv.69,62,Lv.59,75,Lv.59,61,Lv.89,23,416,439,Ghost Pull,Lv.1,Poison Fog,Lv.33,Spider Web,Lv.69,Warp Space,Lv.93,0x2F
Alexander Brave,Grave,MF,Male,Medium,Fire,54,74,11,12,11,10,11,11,12,180,Lv.59,144,Lv.59,57,Lv.89,65,Lv.69,60,Lv.69,52,Lv.89,71,Lv.59,56,Lv.59,55,Lv.59,32,416,448,Black Magic,Lv.1,Shadow Stitch,Lv.36,Phantom Shot,Lv.72,Whirlwind Cut,Lv.91,0x30
Johan Tassman,Talisman,FW,Male,Medium,Wood,69,85,15,17,15,13,15,10,14,171,Lv.59,165,Lv.59,62,Lv.59,64,Lv.59,56,Lv.59,48,Lv.59,60,Lv.59,62,Lv.59,63,Lv.59,31,415,446,Teleport Shot,Lv.1,Phantom Shot,Lv.1,Freeze Shot,Lv.29,Whirlwind Cut,Lv.47,0x31
Troy Moon,Wolfy,MF,Male,Medium,Fire,58,55,18,11,13,16,14,10,16,211,Lv.59,153,Lv.59,61,Lv.89,70,Lv.69,77,Lv.69,52,Lv.89,79,Lv.59,69,Lv.59,67,Lv.59,23,475,498,Magic,Lv.1,Phantom Shot,Lv.1,Moonsault,Lv.40,Wild Claw,Lv.90,0x32
Burt Wolf,Blood,MF,Male,Medium,Earth,54,70,17,15,15,13,13,10,13,184,Lv.69,152,Lv.59,68,Lv.69,52,Lv.59,52,Lv.59,51,Lv.69,56,Lv.59,62,Lv.69,60,Lv.59,30,401,431,Phantom Shot,Lv.1,Magic,Lv.22,Poison Fog,Lv.38,Rolling Hell,Lv.85,0x33
Rob Crombie,Zombie,GK,Male,Large,Earth,38,53,9,11,7,19,11,14,10,200,Lv.69,156,Lv.69,47,Lv.69,46,Lv.59,50,Lv.89,40,Lv.69,51,Lv.59,74,Lv.69,56,Lv.59,22,364,386,Sumo Stomp,Lv.1,Doppelganger,Lv.14,Teleport Shot,Lv.29,Horn Train,Lv.47,0x34
Chuck Dollman,Dollman,FW,Male,Medium,Wood,37,49,11,10,7,9,9,8,11,129,Lv.59,104,Lv.59,52,Lv.59,53,Lv.59,45,Lv.59,48,Lv.59,49,Lv.59,53,Lv.59,55,Lv.59,21,355,376,Phantom Shot,Lv.9,Black Magic,Lv.18,Doppelganger,Lv.32,Rocket Kobushi,Lv.76,0x35
Uxley Allen,Alien,FW,Male,Medium,Air,36,52,11,9,8,9,9,11,8,149,Lv.59,112,Lv.59,48,Lv.59,51,Lv.59,51,Lv.59,50,Lv.59,48,Lv.59,55,Lv.59,44,Lv.59,19,347,366,Comet Shot,Lv.1,Psycho Shot,Lv.27,Kung Fu Header,Lv.38,Ghost Pull,Lv.47,0x36
Phil Noir,Noir,FW,Male,Medium,Wood,31,41,9,10,9,9,8,11,10,121,Lv.59,120,Lv.69,52,Lv.69,45,Lv.69,48,Lv.59,52,Lv.69,52,Lv.59,58,Lv.59,45,Lv.89,15,352,367,Black Magic,Lv.1,Psycho Shot,Lv.21,Doppelganger,Lv.30,Death Zone,Lv.93,0x37
Mick Askley,Ghost,MF,Male,Medium,Wood,40,48,8,8,10,8,11,11,9,143,Lv.89,100,Lv.99,55,Lv.89,50,Lv.89,54,Lv.99,44,Lv.89,48,Lv.59,56,Lv.89,54,Lv.89,16,361,377,Ghost Pull,Lv.16,Rolling Hell,Lv.45,Horn Train,Lv.68,Warp Space,Lv.80,0x38
Charlie Boardfield,Boar,GK,Male,Large,Fire,69,48,18,10,12,16,9,13,10,217,Lv.69,100,Lv.89,68,Lv.69,44,Lv.59,44,Lv.89,69,Lv.69,60,Lv.59,62,Lv.69,69,Lv.59,15,416,431,Wild Claw,Lv.1,Earthquake,Lv.24,Blazing Knuckle,Lv.50,Super Armadillo,Lv.86,0x3D
Hugo Tallgeese,Chicken,MF,Male,Small,Fire,66,44,7,10,10,16,13,14,9,189,Lv.69,101,Lv.59,44,Lv.69,52,Lv.59,56,Lv.59,46,Lv.69,64,Lv.59,67,Lv.69,54,Lv.59,28,383,411,Dash Accelerator,Lv.1,Hawk Shot,Lv.1,Whirlwind Cut,Lv.34,Boost Glider,Lv.91,0x3E
Wilson Fishman,Fishman,DF,Male,Small,Wood,69,51,11,18,9,8,14,11,9,167,Lv.59,113,Lv.59,52,Lv.89,64,Lv.69,51,Lv.69,51,Lv.89,51,Lv.59,62,Lv.59,51,Lv.59,20,382,402,Quick Draw,Lv.1,Spinning Cut,Lv.25,Rodeo Clown,Lv.44,Run Ball Run,Lv.88,0x3F
Peter Johnson,Toad,DF,Male,Medium,Wood,61,33,9,9,7,16,15,13,11,167,Lv.59,109,Lv.59,48,Lv.89,52,Lv.69,48,Lv.69,48,Lv.89,54,Lv.59,57,Lv.59,50,Lv.59,18,357,375,Killer Slide,Lv.1,Dash Accelerator,Lv.18,Fake Ball,Lv.38,Rolling Kick,Lv.59,0x40
Leonard O'Shea,Lion,DF,Male,Large,Earth,66,40,19,11,9,19,7,12,9,195,Lv.69,113,Lv.89,78,Lv.69,52,Lv.59,47,Lv.89,64,Lv.69,55,Lv.59,69,Lv.69,68,Lv.59,27,433,460,Super Armadillo,Lv.1,Horn Train,Lv.1,Counter Strike,Lv.40,Run Ball Run,Lv.66,0x41
Cham Lion,Chameleon,MF,Male,Medium,Air,61,45,10,10,14,9,17,13,7,176,Lv.59,101,Lv.69,44,Lv.69,45,Lv.69,45,Lv.59,55,Lv.69,53,Lv.59,60,Lv.59,48,Lv.89,15,350,365,Quick Draw,Lv.1,Afterimage,Lv.18,About Face,Lv.48,Teleport Shot,Lv.83,0x42
Steve Eagle,Eagle,MF,Male,Medium,Air,76,51,13,15,17,11,18,13,10,193,Lv.59,148,Lv.59,61,Lv.89,68,Lv.69,62,Lv.69,52,Lv.89,68,Lv.59,71,Lv.59,68,Lv.59,23,450,473,Condor Dive,Lv.1,Hawk Shot,Lv.20,Illusion Ball,Lv.28,Boost Glider,Lv.90,0x43
Bruce Monkey,Monkey,MF,Male,Medium,Air,56,43,7,12,7,9,10,14,8,184,Lv.59,100,Lv.69,54,Lv.69,64,Lv.69,51,Lv.59,48,Lv.69,53,Lv.59,52,Lv.59,54,Lv.89,19,376,395,Monkey Turn,Lv.1,Tarzan Kick,Lv.1,Coil Turn,Lv.35,Moonsault,Lv.95,0x44
Gary Lancaster,Gorilla,FW,Male,Large,Earth,69,48,16,16,9,17,5,17,10,191,Lv.69,108,Lv.89,78,Lv.69,66,Lv.59,49,Lv.89,64,Lv.69,54,Lv.59,52,Lv.69,67,Lv.59,24,430,454,Tarzan Kick,Lv.1,Super Armadillo,Lv.1,Bewildered,Lv.16,Utter Gutsiness Bat,Lv.59,0x45
Harry Snake,Snake,FW,Male,Medium,Wood,56,49,9,15,16,9,13,12,10,184,Lv.59,112,Lv.69,55,Lv.69,63,Lv.69,62,Lv.59,49,Lv.69,55,Lv.59,65,Lv.59,45,Lv.89,18,394,412,Snake Shot,Lv.1,Zigzag Spark,Lv.21,Cross Drive,Lv.35,Spider Web,Lv.80,0x46
Adrian Speed,Cheetah,FW,Male,Medium,Air,80,51,14,10,17,7,20,14,11,195,Lv.59,133,Lv.59,63,Lv.89,47,Lv.69,69,Lv.69,55,Lv.89,79,Lv.59,42,Lv.59,47,Lv.59,23,402,425,Tarzan Kick,Lv.1,Dash Accelerator,Lv.1,Dynamite Shot,Lv.24,Clone Shot,Lv.72,0x47
Alan Coe,Koala,MF,Male,Small,Wood,40,33,11,11,11,10,9,11,10,132,Lv.59,112,Lv.59,52,Lv.89,45,Lv.69,53,Lv.69,51,Lv.89,48,Lv.59,46,Lv.59,49,Lv.59,24,344,368,Tarzan Kick,Lv.1,Monkey Turn,Lv.30,Run Ball Run,Lv.48,Illusion Ball,Lv.71,0x48
Philip Anders,Panda,FW,Male,Medium,Fire,37,66,10,10,8,9,10,7,8,123,Lv.59,132,Lv.69,52,Lv.69,51,Lv.69,48,Lv.59,52,Lv.69,52,Lv.59,51,Lv.59,46,Lv.89,20,352,372,Killer Slide,Lv.1,Rodeo Clown,Lv.24,Kung Fu Header,Lv.35,Breakthrough,Lv.66,0x49
Rocky Rackham,Raccoon,DF,Male,Large,Wood,36,43,8,7,9,10,13,9,9,123,Lv.59,121,Lv.59,53,Lv.59,53,Lv.59,53,Lv.59,44,Lv.59,51,Lv.59,44,Lv.59,47,Lv.59,20,345,365,Super Armadillo,Lv.1,Grenade Shot,Lv.18,Horn Train,Lv.37,About Face,Lv.82,0x4A
Matt Mouseman,Mouseman,MF,Male,Medium,Earth,42,41,4,5,11,4,23,11,9,158,Lv.89,112,Lv.99,42,Lv.89,50,Lv.89,52,Lv.99,44,Lv.89,79,Lv.59,54,Lv.89,45,Lv.89,20,366,386,Fake Ball,Lv.15,Bewildered,Lv.25,Teleport Shot,Lv.42,Afterimage,Lv.75,0x4B
Chad Bullford,Bullford,GK,Male,Large,Fire,32,40,9,19,9,20,10,8,11,171,Lv.69,174,Lv.69,41,Lv.69,68,Lv.59,48,Lv.89,77,Lv.69,31,Lv.59,51,Lv.69,64,Lv.59,15,380,395,Horn Train,Lv.1,Toughness Block,Lv.27,Wild Claw,Lv.46,Sumo Stomp,Lv.80,0x4C
Thomas Feldt,Feldt,GK,Male,Medium,Wood,48,66,11,14,13,13,13,11,13,206,Lv.59,177,Lv.59,75,Lv.59,69,Lv.59,68,Lv.59,76,Lv.59,75,Lv.59,78,Lv.59,76,Lv.59,31,517,548,Shot Pocket,Lv.1,Rocket Kobushi,Lv.1,Blazing Knuckle,Lv.34,Defence Scan,Lv.45,0x51
Harry Leading,Leading,DF,Male,Small,Air,75,76,16,16,15,16,13,20,17,140,Lv.59,112,Lv.59,52,Lv.89,52,Lv.69,44,Lv.69,47,Lv.89,50,Lv.59,52,Lv.59,48,Lv.59,12,345,357,Defence Scan,Lv.1,About Face,Lv.29,Attack Scan,Lv.80,Patriot Shot,Lv.90,0x52
Terry Stronger,Stronger,DF,Male,Medium,Fire,74,80,16,15,14,17,15,23,16,145,Lv.59,121,Lv.59,44,Lv.59,46,Lv.59,46,Lv.59,52,Lv.59,47,Lv.59,52,Lv.59,52,Lv.59,16,339,355,Defence Scan,Lv.1,Attack Scan,Lv.24,Psycho Shot,Lv.29,Kung Fu Header,Lv.65,0x53
Philip Marvel,Marvel,DF,Male,Large,Earth,75,76,13,13,15,17,16,20,13,143,Lv.69,108,Lv.89,44,Lv.69,53,Lv.59,52,Lv.89,48,Lv.69,49,Lv.59,50,Lv.69,51,Lv.59,15,347,362,Defence Scan,Lv.1,Dynamite Shot,Lv.20,Attack Scan,Lv.85,Rolling Hell,Lv.92,0x54
Noel Good,Good,DF,Male,Large,Wood,76,60,15,15,15,15,16,21,15,134,Lv.69,117,Lv.89,44,Lv.69,44,Lv.59,48,Lv.89,55,Lv.69,44,Lv.59,48,Lv.69,45,Lv.59,8,328,336,Defence Scan,Lv.1,Attack Scan,Lv.30,Psycho Shot,Lv.76,Earthquake,Lv.90,0x55
Tyron Rock,Rock,MF,Male,Medium,Fire,74,76,14,17,14,17,15,20,14,149,Lv.59,112,Lv.69,51,Lv.69,46,Lv.69,46,Lv.59,48,Lv.69,48,Lv.59,47,Lv.59,52,Lv.89,9,338,347,Breakthrough,Lv.1,Patriot Shot,Lv.1,Defence Scan,Lv.25,Reflect Buster,Lv.88,0x56
Francis Tell,Tell,MF,Male,Medium,Wood,69,76,14,19,13,15,17,19,14,145,Lv.59,109,Lv.59,44,Lv.89,53,Lv.69,48,Lv.69,46,Lv.89,45,Lv.59,44,Lv.59,47,Lv.59,15,327,342,Attack Scan,Lv.1,Psycho Shot,Lv.1,Defence Scan,Lv.75,Shadow Stitch,Lv.89,0x57
Samuel Buster,Buster,MF,Male,Medium,Fire,69,68,23,22,15,15,15,21,14,125,Lv.69,113,Lv.89,55,Lv.69,46,Lv.59,52,Lv.89,49,Lv.69,48,Lv.59,50,Lv.69,49,Lv.59,16,349,365,Attack Scan,Lv.1,Dynamite Shot,Lv.1,Defence Scan,Lv.25,Reflect Buster,Lv.92,0x58
Jonathan Seller,Seller,FW,Male,Medium,Air,80,64,15,19,15,15,15,20,17,132,Lv.59,113,Lv.69,55,Lv.69,50,Lv.69,50,Lv.59,49,Lv.69,55,Lv.59,45,Lv.59,46,Lv.89,11,350,361,Psycho Shot,Lv.1,Attack Scan,Lv.1,Defence Scan,Lv.27,Fire Tornado,Lv.85,0x59
Victor Kind,Kind,MF,Male,Medium,Wood,78,70,14,18,17,14,17,21,16,134,Lv.59,109,Lv.59,49,Lv.59,53,Lv.59,48,Lv.59,51,Lv.59,48,Lv.59,53,Lv.59,46,Lv.59,16,348,364,Defence Scan,Lv.1,Psycho Shot,Lv.1,Attack Scan,Lv.26,Twin Boost,Lv.78,0x5A
Neil Turner,Turner,FW,Male,Medium,Fire,73,74,14,20,17,16,20,20,16,121,Lv.59,108,Lv.69,48,Lv.69,48,Lv.69,52,Lv.59,52,Lv.69,44,Lv.59,50,Lv.59,45,Lv.89,11,339,350,Patriot Shot,Lv.1,Attack Scan,Lv.1,Fire Tornado,Lv.1,Defence Scan,Lv.38,0x5B
Reg Underwood,Under,GK,Male,Medium,Wood,81,72,17,17,16,17,21,22,17,121,Lv.59,115,Lv.59,44,Lv.89,40,Lv.69,40,Lv.69,69,Lv.69,48,Lv.59,42,Lv.59,70,Lv.59,11,353,364,Attack Scan,Lv.26,Psycho Shot,Lv.38,Defence Scan,Lv.50,Back Tornado,Lv.79,0x5C
Patrick Stiller,Stiller,MF,Male,Medium,Air,66,76,16,14,16,16,13,19,16,134,Lv.59,117,Lv.59,53,Lv.59,45,Lv.59,47,Lv.59,52,Lv.59,44,Lv.59,46,Lv.59,53,Lv.59,13,340,353,Attack Scan,Lv.1,Meteor Attack,Lv.27,Quick Draw,Lv.35,Freeze Shot,Lv.47,0x5D
Charles Oughtry,Oughtry,MF,Male,Medium,Earth,73,74,14,16,13,17,13,22,15,127,Lv.59,113,Lv.59,55,Lv.59,52,Lv.59,45,Lv.59,45,Lv.59,46,Lv.59,44,Lv.59,48,Lv.59,16,335,351,Psycho Shot,Lv.1,Flurry Dash,Lv.20,Defence Scan,Lv.30,Patriot Shot,Lv.65,0x5E
Clive Mooney,Mooney,FW,Male,Medium,Fire,76,72,13,17,13,15,17,20,13,138,Lv.69,101,Lv.89,53,Lv.69,49,Lv.59,54,Lv.89,50,Lv.69,55,Lv.59,53,Lv.69,46,Lv.59,13,360,373,Patriot Shot,Lv.1,Killer Slide,Lv.24,Breakthrough,Lv.36,Utter Gutsiness Bat,Lv.78,0x5F
